userid,school,other_school,majors,minors,age_bin,classification,first_generation,datascience_experience,technology_experience,num_hackathons_attended,workshop_suggestions,relavent_industries
a819df6091b2f2d3aa7af8c7a5d7142e,Texas A&M University,,['Computer Science & Engineering'],['Hispanic Studies'],"(15, 18]",Fr,FALSE,3,"['Excel', 'Python', 'Pandas', 'NumPy']",0,,"['technology', 'energy']"
002314e62544dcb65e08d3483c4ffa75,Texas A&M University,,['Computer Science & Engineering'],[],"(18, 20]",Jr,FALSE,1,"['Python', 'full_stack']",1-3,,[]
51dd71ac86d9607d3b1d576cdae0a82a,Texas A&M University,,['Statistics'],[],"(22, 25]",Ma,FALSE,3,"['Python', 'R', 'SQL']",0,Python focus!,['retail']
3337be531a8d7653781a916546e64921,Texas A&M University,,['Ocean Engineering'],[],"(20, 22]",Sr,TRUE,1,[],0,,[]
cc9caa4188fd3211f4bfc70ebdbde7f6,University of Texas at San Antonio,,['Computer Science & Engineering'],[],"(18, 20]",So,FALSE,0,"['Python', 'R']",1-3,,['technology']
0084482449fe55efd513ed31a09c8ef3,Texas A&M University,,['Management Information Systems'],[],"(22, 25]",Ma,FALSE,2,"['Excel', 'Python', 'Tableau', 'SQL', 'Pandas', 'NumPy', 'Scikit-learn', 'full_stack', 'cloud']",4-7,,"['technology', 'consulting', 'finance', 'education', 'healthcare', 'retail', 'other']"
957f96323785d86bb4082682f9ea2e0b,Texas A&M University,,['Mechanical Engineering'],[],"(22, 25]",Ma,FALSE,2,"['Excel', 'Python', 'MATLAB']",0,Data Science Projects for Beginners,"['technology', 'consulting', 'finance', 'transportation', 'retail']"
afc473434b232df44ab36d12d13742be,Texas A&M University,,['Industrial and/or Systems Engineering'],[],"(22, 25]",Ma,FALSE,2,"['Python', 'TensorFlow', 'R', 'SQL', 'NumPy']",1-3,,[]
b27413d425f88f7ca46ffbd0453d413b,Texas A&M University,,['Computer Science & Engineering'],[],"(18, 20]",Jr,FALSE,1,"['Excel', 'Python', 'NumPy', 'MATLAB', 'cloud']",1-3,"women in data science workshops
CAD workshops","['technology', 'energy', 'aerospace']"
14ae877da71f42c9aae30f79b7b3826f,Texas A&M University,,['Industrial and/or Systems Engineering'],['Mathematics'],"(18, 20]",So,FALSE,2,"['Excel', 'Python', 'R', 'cloud']",1-3,,[]
ed2ecf74e33b5d9538dfee0b9f1931c3,Other,University of Pisa,['Computer Science & Engineering'],['Computer Science & Engineering'],"(22, 25]",Ma,FALSE,3,"['Excel', 'Python', 'SQL', 'MATLAB', 'cloud']",1-3,Reinforcement learning,"['technology', 'finance']"
1a7093bb99fb14b3ad256da3c7122b93,Texas A&M University,,['Statistics'],['Computer Science & Engineering'],"(15, 18]",Fr,FALSE,0,['Excel'],0,,['technology']
583d449ee67df0dcad383779e26dfe49,Rochester Institute of Technology,,['Computer Science & Engineering'],[],"(20, 22]",Ma,TRUE,2,"['Python', 'SQL', 'Pandas', 'NumPy', 'MATLAB']",1-3,,[]
93ede45b89ca76c2998bf5f4f744a234,Other,Universidad Nacional de Ingeniería,['Mechanical Engineering'],"['Computer Science & Engineering', 'Data Science & Analytics', 'Electrical Engineering', 'Electronic Systems Engineering']","(20, 22]",Jr,TRUE,2,[],0,New develops in the area of NLP,"['technology', 'education', 'healthcare']"
c2755039313116421a02171685866014,Prairie View Agricultural and Mechanical University,,['Computer Science & Engineering'],[],"(15, 18]",Fr,FALSE,0,"['Excel', 'Python']",0,,[]
be618e85a861765430feb74c867c185b,"University of California, Los Angeles",,['Statistics'],['Mathematics'],"(18, 20]",So,FALSE,3,"['Excel', 'Python', 'Tableau', 'R', 'SQL', 'Pandas', 'NumPy', 'Scikit-learn', 'cloud']",1-3,Workshops for storytelling with data,"['technology', 'consulting', 'finance']"
c6af43f001fffe767d6336c56c3b6454,Texas A&M University,,['Industrial and/or Systems Engineering'],['Data Science & Analytics'],"(25, 30]",Ma,FALSE,2,"['Excel', 'Python', 'R', 'SQL']",0,,[]
98a58249b2b8c4be2e0ab2a8ce8f593e,University of Texas at Austin,,['Computer Science & Engineering'],[],"(18, 20]",Jr,TRUE,0,"['Python', 'TensorFlow', 'full_stack']",0,,['technology']
b529f456fea557146e40938c0f6dbbe0,Texas A&M University,,['Computer Science & Engineering'],[],"(18, 20]",Jr,FALSE,2,['Python'],0,,"['technology', 'finance', 'aerospace']"
00b8592a7063cd97a01155d5d540330e,University of South Florida,,['Electrical Engineering'],['Computer Science & Engineering'],"(22, 25]",PhD,FALSE,3,"['Python', 'TensorFlow', 'Pytorch', 'Keras', 'Pandas', 'NumPy', 'Scikit-learn', 'MATLAB', 'cloud']",10+,,"['technology', 'transportation', 'education']"
857ffee63f61f64cb9d53516495b406c,Texas A&M University,,['Statistics'],[],"(25, 30]",PhD,FALSE,2,[],0,,[]
8ce341981c8c37f90777ba3d877b42b5,Texas A&M University,,['Computer Science & Engineering'],['Atmospheric Sciences'],"(18, 20]",Jr,FALSE,1,"['Excel', 'Python', 'R', 'NumPy', 'MATLAB']",1-3,"I would like to see workshops that teach simple concepts and relate them to larger projects or company efforts. If there were any specific topics I would like covered, data mining and visualization would interest me, personally.","['technology', 'transportation', 'aerospace']"
29577cd1ab2bd2bbca894c92962da8ec,Texas A&M University,,['Electrical Engineering'],[],"(18, 20]",Fr,FALSE,0,"['Excel', 'Python']",0,,"['technology', 'energy', 'finance', 'transportation']"
67cbe196fc19ae16e50781f5968c6033,Other,Aalto university,['Data Science & Analytics'],['Biomedical Engineering'],"(22, 25]",Ma,FALSE,3,"['Python', 'TensorFlow', 'R', 'SQL', 'Keras', 'MATLAB', 'dev_ops', 'cloud']",4-7,,['technology']
469b94f32a932b74f19a0f5fbf8bfbc0,Texas A&M University,,['Industrial and/or Systems Engineering'],['Mathematics'],"(20, 22]",Sr,TRUE,1,"['Excel', 'Tableau', 'R', 'MATLAB']",0,"Machine Learning, Natural Language Processing, Statistics for Data","['technology', 'consulting', 'education']"
3da16915cfcb5bb33341a8493a767fb4,Texas A&M University,,['Statistics'],[],"(18, 20]",So,FALSE,2,[],0,,[]
0625ace0611dfa69c12dc8f895c402b7,University of Rochester,,['Data Science & Analytics'],[],"(20, 22]",Ma,FALSE,2,"['Excel', 'Python', 'Pytorch', 'SQL', 'Pandas', 'NumPy', 'Scikit-learn', 'cloud']",0,,[]
f4610ad445934181ac9982f6ba818907,Texas A&M University,,['Computer Science & Engineering'],[],"(15, 18]",So,FALSE,3,"['Python', 'TensorFlow', 'Keras', 'Pandas', 'NumPy', 'Scikit-learn', 'cloud']",4-7,"1. TensorFlow vs Keras (I'd love to attend this!!!!)
2. How to do data science without pandas? (jk)",['technology']
0ad43915b45210861b858e445ff34ba2,Texas A&M University,,['Statistics'],[],"(25, 30]",Ma,FALSE,4,[],0,,[]
c96c4cd31cdce8455f8d200618481b1c,Texas A&M University,,['Electrical Engineering'],['Other'],"(20, 22]",Sr,FALSE,1,"['Excel', 'Python', 'R', 'Pandas', 'NumPy', 'MATLAB']",0,,"['technology', 'consulting']"
14f4caa2c5ef36b05765099857581ae6,Texas A&M University,,['Statistics'],"['Economics', 'Mathematics']","(20, 22]",Sr,FALSE,2,"['Python', 'Tableau', 'R', 'SQL']",0,,[]
f7ea7773686f7cbfac6a2721ebfcf494,Texas A&M University,,['Biology'],['Computer Science & Engineering'],"(20, 22]",Sr,FALSE,1,"['Excel', 'Python', 'TensorFlow', 'Pytorch', 'Pandas', 'full_stack']",4-7,,['healthcare']
d72d12f55db61cf0ce40d3e42f1a844a,University of Texas at Austin,,['Biomedical Engineering'],['Data Science & Analytics'],"(18, 20]",So,FALSE,2,"['Python', 'TensorFlow', 'R', 'Keras', 'Pandas', 'NumPy', 'Scikit-learn', 'MATLAB']",1-3,,['healthcare']
a1bedd662bbbfba0cfd4593851034dcf,Texas A&M University,,['Management Information Systems'],[],"(22, 25]",Ma,FALSE,1,"['Excel', 'Python', 'Tableau', 'SQL']",1-3,,[]
53b6fd359f808b08c1cc79a3645cea7d,Texas A&M University,,['Statistics'],['Business'],"(18, 20]",Jr,TRUE,2,"['Excel', 'Python', 'R']",0,"I haven't seen any application of R in Data Science yet, since many other workshops use Python. Another thing that comes to mind is a workshop that helps students find out what kinds of books can they read in order to improve their coding skills","['technology', 'finance', 'insurance', 'retail']"
5d95584a9f253826fce85ed35e26bc78,Texas A&M University,,['Statistics'],[],"(20, 22]",Sr,FALSE,2,[],0,,['technology']
54563f61cf1cb368ce6ea647c72d3d8a,Indiana University at Bloomington,,['Data Science & Analytics'],['Computer Science & Engineering'],"(22, 25]",Ma,FALSE,2,"['Excel', 'Python', 'TensorFlow', 'Pytorch', 'R', 'Keras', 'Pandas', 'NumPy', 'Scikit-learn', 'full_stack']",0,I really want to learn about A/B testing!,"['technology', 'consulting', 'finance', 'healthcare', 'insurance']"
c0fefba39a30837d28c24d5e42a77e89,Texas A&M University,,['Computer Science & Engineering'],[],"(15, 18]",Fr,FALSE,0,['Python'],0,,"['technology', 'energy']"
a4e1bf1333256ddaf43376ecaf53dda2,Texas A&M University,,['Computer Science & Engineering'],"['Economics', 'Mathematics']","(15, 18]",So,FALSE,0,"['Excel', 'Python', 'NumPy']",1-3,,"['technology', 'energy', 'consulting', 'finance', 'education']"
505af2bf4d493bce9cfbf4171e1a0f18,Texas A&M University,,['Chemical Engineering'],"['Computer Science & Engineering', 'Mathematics']","(20, 22]",Sr,FALSE,3,"['Python', 'TensorFlow', 'Pytorch', 'Keras', 'Pandas', 'NumPy', 'Scikit-learn', 'MATLAB']",0,"Industry specific seminars would be really interesting. Ex: sports analytics specialists, medical field imaging, etc","['technology', 'energy', 'consulting', 'sports']"
1aa72b530030075c926e3f1ff03e4ec1,Texas A&M University,,['Computer Science & Engineering'],[],"(20, 22]",Ma,FALSE,3,[],1-3,,"['technology', 'healthcare']"
b9c80951f6ab83b0e88915a61f20b6d1,Texas A&M University,,['Applied Mathematics'],['Statistics'],"(20, 22]",Sr,FALSE,2,"['Excel', 'Python', 'R', 'NumPy', 'MATLAB']",0,App/web development,['technology']
6ee3ac401221bd9e958d47a24b098cc6,Other,Politecnico di Milano,['Computer Science & Engineering'],[],"(18, 20]",Sr,TRUE,1,"['Excel', 'Python']",0,"""How to do"" style ML / AI and soft skill too tutorials.","['technology', 'consulting', 'finance']"
22137f04d220a3c6addea0f75633f856,Carnegie Mellon University,,['Computer Science & Engineering'],[],"(22, 25]",Ma,FALSE,1,"['Excel', 'Python', 'TensorFlow', 'Pytorch', 'Keras', 'Pandas', 'NumPy', 'Scikit-learn', 'MATLAB']",0,,['technology']
a30fcbbcaf061e380090e1bacf33f0b4,Texas A&M University,,['Statistics'],[],"(25, 30]",PhD,FALSE,3,"['Excel', 'Pytorch', 'R', 'SQL', 'NumPy', 'MATLAB', 'full_stack', 'cloud']",1-3,,"['technology', 'consulting', 'finance', 'public_policy']"
3447a929816ddcc95bd81aaec7f4e2b4,Other,University of Trento,['Computer Science & Engineering'],[],"(20, 22]",Ma,FALSE,2,"['Python', 'Pytorch', 'Pandas', 'NumPy', 'Scikit-learn']",1-3,,[]
0cbfbe1b2627f51fbc41a91f03d716d2,Texas A&M University,,['Computer Science & Engineering'],[],"(18, 20]",Sr,TRUE,1,"['Excel', 'Python', 'Pandas', 'NumPy']",1-3,,"['technology', 'finance', 'sports']"
9e9f5b51a9e5675eaf69e68f94564de2,Other,Politecnico di Milano,['Computer Science & Engineering'],[],"(20, 22]",Ma,FALSE,2,"['Python', 'TensorFlow', 'Keras', 'Pandas', 'NumPy', 'Scikit-learn']",1-3,I would love to solve real-world problems,"['technology', 'consulting', 'finance', 'education']"
feb9d86ab8736454f8f7e0f1268c9339,Texas A&M University,,['Computer Science & Engineering'],['Mathematics'],"(20, 22]",Jr,TRUE,2,"['Excel', 'Python', 'NumPy']",0,Demonstrate data structures/algorithms in different programming languages.,"['technology', 'energy', 'finance', 'sports']"
50fc10a32b01e0999fcbf092b23f3d48,Texas A&M University,,['Electrical Engineering'],[],"(18, 20]",So,FALSE,0,"['Excel', 'Python']",1-3,Unsure,"['technology', 'aerospace']"
15150a64bca97d05ca85305029170bae,University of Chicago,,['Data Science & Analytics'],[],"(22, 25]",Ma,FALSE,3,"['Excel', 'Python', 'Tableau', 'R', 'SQL', 'Pandas', 'NumPy', 'Scikit-learn', 'cloud']",0,,"['technology', 'consulting', 'insurance']"
